;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
0;1.000431362394551;1.0;1.0007627741762128;1.0020150833080954;1.0011708273915567;1.0012900898375627;1.0038398372016244;1.0036572048653973;1.0031679898607517;1.000397875498549;1.0037746128048834;1.0013070731560485;1.0019585452179949;1.0020755093680647;1.00223700119472;1.002169063450453;1.0028547803269738;1.0028360300748007;1.0028346447400542;1.0028424008528631;1.0028483551692848;1.002582010928188;1.0016302038177598;1.001620499931226;1.0016184196538374;1.0003878185440713;1.0003824998473743;1.0003800570003167;1.0028682580888173;1.0016472761086521;1.0003822964227835;1.0008243287781275
1;1.0005191851196593;1.0;1.0009279203607924;1.0024025945819175;1.0013861873083334;1.0015255946683128;1.0045109143238666;1.0042979847704439;1.0037276117925822;1.0004917538745015;1.0044348698698053;1.001506100402878;1.0022341215655068;1.0023660598772925;1.0025507126996571;1.0024759513810226;1.0033716082650679;1.0033530372944741;1.0033516652004;1.0033593471645754;1.0033652445449845;1.0030556616465898;1.0019498260813122;1.001940213104971;1.0019381523080764;1.0004760397582688;1.0004707696882682;1.000468349167173;1.003384957149585;1.0019667383688808;1.0004705681241883;1.0009889081180994
2;1.000601845308257;1.0;1.0010830040740653;1.0027688823291774;1.0015903605702683;1.0017489876645715;1.0051490246686752;1.004907184307647;1.0042593665031017;1.0005794536825492;1.005062655339743;1.0016971557564212;1.0025003077513088;1.0026468310957968;1.002853835586718;1.0027722723082997;1.0038619374788875;1.0038433265755224;1.0038419515319346;1.0038496500125194;1.0038555600745174;1.00350465519738;1.0022515824464477;1.0022419469883215;1.0022398813736346;1.0005585894311273;1.000553305874604;1.0005508791613513;1.0038753150687112;1.0022685342998394;1.0005531037945223;1.0011441433114971
3;1.00070898236464;1.0;1.0012907170939052;1.0032359913049536;1.0018442173523119;1.0020257725744333;1.0059243629558308;1.0056483704192312;1.0049090666378695;1.0007003789999167;1.0058257969769502;1.0019093372451235;1.0027799685821441;1.0029407313602794;1.0031716883134163;1.0030850885088136;1.0044688707571312;1.0044524280919476;1.00445121318445;1.0044580149022566;1.004463236379939;1.00406415022705;1.0026397409133325;1.0026312263413055;1.0026294009163481;1.0006707545246947;1.0006660845329642;1.000663939526381;1.0044806897039131;1.0026547200125817;1.0006659059284613;1.0013447589317164
4;1.0007753741038032;1.0;1.001416712947138;1.003530050017806;1.0020070718712575;1.0022038396271864;1.0064306863826356;1.0061318987231738;1.0053315314452524;1.000772012781314;1.0063239796996852;1.0020576133199648;1.0029841408260156;1.003155937691482;1.003404146332248;1.0033126585866774;1.0048596604287405;1.0048435418941084;1.004842350925237;1.0048490185861056;1.00485413712702;1.0044225692897712;1.0028824719098612;1.0028741239848296;1.0028723342697567;1.0007378890014926;1.0007333096448083;1.0007312062515425;1.0048712463731229;1.0028971577099177;1.0007331345080925;1.0014697041168248
5;1.0009080337760157;1.0;1.0016677917152939;1.0041206265270073;1.0023353186480504;1.0025629826298275;1.0074548856094916;1.0071097896910282;1.0061853707725246;1.0009138769479657;1.0073316411973547;1.0023610663437872;1.0034052145539942;1.0036000046030864;1.0038837478199427;1.0037817628281895;1.0056479999838575;1.005632127750531;1.005630954971957;1.0056375207658184;1.0056425610866615;1.0051448859726135;1.003369267379597;1.003361044577516;1.0033592816740997;1.0008710983348221;1.0008665860519508;1.000864513454248;1.0056594088732034;1.0033837329609148;1.000866413481552;1.0017200015597783
6;1.0010448419828828;1.0;1.0019280118515335;1.0047308124885328;1.0026738009314218;1.002933294651088;1.0085096537922815;1.0081169436191662;1.0070649728068912;1.0010609478600907;1.0083694053887144;1.0026713853583655;1.0038344781716582;1.0040526366043876;1.0043727097286541;1.004260219567221;1.0064608656278944;1.0064454676926242;1.0064443299431494;1.0064506995727067;1.0064555892667895;1.0058900017397037;1.003872456141924;1.0038644766502212;1.0038627658843418;1.0010089880710762;1.001004607765246;1.001002595762195;1.0064719335660743;1.0038864934952458;1.0010044402444225;1.0019786903999999
7;1.0012434576799814;1.0;1.0023042673258589;1.005624293442799;1.0031722750653975;1.0034792186337513;1.0100718485122195;1.0096081383972908;1.008365965494409;1.0012713960298933;1.009906244885891;1.0031394267650164;1.0044896649524742;1.0047440581635163;1.005119478975468;1.004989960456921;1.0076595807069784;1.0076439011280995;1.007642742577065;1.007649228693209;1.0076542078306048;1.0069870629533482;1.0046075656760027;1.0045994364743605;1.004597693627118;1.0012069104317236;1.0012024455178643;1.00120039466846;1.00767085110435;1.0046218665131206;1.0012022747598732;1.0023559143121101
8;1.0014387292754827;1.0;1.002675434939549;1.0065074780816654;1.0036651843797393;1.0040192350829862;1.0116181603016419;1.011084090977391;1.0096534286512657;1.0014781708688167;1.011427430573936;1.0036028915941113;1.0051395772624003;1.005430032945147;1.0058604670761193;1.0057139504850776;1.0088454788354022;1.0088294485006106;1.0088282640436972;1.0088348952306267;1.0088399857598664;1.0080721712831413;1.0053338564100023;1.0053255415481923;1.005323758915968;1.0014013262119197;1.001396756862949;1.0013946580639614;1.0088570013735139;1.005348484003129;1.0013965821091864;1.0027282791174164
9;1.001195491346315;1.0;1.0022123687300715;1.0054093808408964;1.0030533113068274;1.0033490600188115;1.0097015240184806;1.0092545087006828;1.0080570599177165;1.0012195284864316;1.0095418823452151;1.0030313517074023;1.0043405926744842;1.004586887306502;1.0049496365391597;1.0048236969429047;1.0073738478994143;1.0073579194392532;1.007356742507114;1.0073633315579067;1.0073683897345433;1.0067250356513167;1.0044302821537803;1.0044220247800904;1.004420254467544;1.0011583717263421;1.0011538369668918;1.0011517540492416;1.0073852972060107;1.0044448085740352;1.001153663536539;1.0022648248709196
